Attendance_Percentage,Study_Hours_per_Day,Social_Media_Hours_per_Day,Sleep_Hours_per_Night,Previous_Semester_SGPA,Cleared_in_First_Attempt
80,1.8,3.9,8.9,5.77,No
60,3.9,2.1,5.3,4.92,No
71,3.0,4.7,5.3,3.61,No
56,0.0,4.1,4.0,4.63,No
80,0.3,,6.7,5.03,No
86,3.7,3.0,8.5,5.94,Yes
100,1.9,3.2,7.1,5.8,No
92,2.9,0.0,7.7,6.16,Yes
44,3.5,4.8,7.5,5.28,No
54,1.3,4.4,6.4,3.53,No
92,1.0,2.8,7.1,4.69,No
78,3.9,3.6,6.4,5.41,No
71,2.4,3.0,6.1,5.68,No
69,4.8,5.3,7.3,5.17,No
55,3.9,2.4,7.6,4.4,No
40,3.5,4.5,6.4,4.72,No
56,5.9,2.9,6.5,7.65,Yes
66,2.1,4.4,7.0,4.53,No
73,2.3,2.8,7.0,5.05,No
65,4.0,3.1,5.8,6.61,No
50,2.9,1.8,4.9,5.5,No
61,1.9,4.1,5.1,5.0,No
71,2.0,2.9,6.1,5.4,No
73,1.0,4.6,7.2,4.08,No
63,3.1,5.5,6.5,5.01,No
64,4.0,3.7,5.6,6.42,No
82,2.9,1.5,6.5,5.58,Yes
73,4.2,2.4,4.9,4.96,No
64,2.9,5.0,5.8,,No
75,2.6,4.2,8.0,5.91,No
39,3.5,2.2,8.2,5.87,No
65,2.6,5.7,9.1,5.72,No
67,2.9,5.0,7.0,5.92,No
69,2.9,5.0,6.4,4.73,No
56,1.0,3.0,6.2,5.32,No
79,3.4,7.1,6.4,5.37,No
51,1.3,3.4,5.5,4.36,No
44,2.4,4.4,6.5,5.54,No
67,6.1,3.8,6.7,6.81,Yes
61,4.6,0.4,5.5,6.08,Yes
50,1.9,,,4.29,Yes
76,1.6,4.1,6.2,4.1,Yes
69,2.4,5.0,5.7,4.73,No
84,3.3,0.5,7.3,6.48,No
74,0.3,3.0,4.6,5.22,No
68,2.4,5.2,4.8,5.03,No
52,4.8,1.9,4.1,4.83,No
52,2.5,3.7,4.7,4.23,No
64,1.5,3.4,9.6,5.04,No
63,1.2,3.3,8.7,5.53,No
81,1.2,1.9,5.9,4.67,No
81,4.9,4.5,6.0,6.07,Yes
46,3.3,2.7,5.9,5.36,No
52,2.9,3.1,5.8,3.69,No
44,4.3,,8.1,5.49,No
59,4.2,2.9,7.1,4.9,No
86,2.9,4.7,5.5,5.77,No
75,3.8,1.9,6.6,5.06,Yes
72,1.1,5.6,9.2,3.92,No
68,2.9,2.4,6.7,,No
59,2.8,2.4,8.5,6.36,No
82,0.9,3.2,7.1,5.2,No
78,2.4,3.3,7.6,5.01,No
84,6.0,7.0,5.2,5.32,Yes
55,3.7,2.6,8.0,6.13,Yes
65,2.9,3.4,5.3,5.87,No
50,1.4,3.2,8.3,4.37,Yes
57,5.6,3.4,6.4,5.34,No
58,4.5,6.0,4.3,4.19,No
77,4.0,3.6,6.5,6.77,No
76,2.4,2.2,8.2,6.25,No
87,0.0,1.6,5.9,5.15,Yes
36,5.0,6.5,8.9,5.65,No
65,5.1,3.8,6.7,6.05,No
100,3.0,4.5,9.4,6.81,Yes
78,1.0,4.2,6.2,5.29,No
66,3.5,3.0,6.8,5.8,Yes
81,2.7,3.1,6.5,5.91,No
57,5.4,2.9,6.8,5.49,No
53,3.0,2.3,6.3,6.19,No
69,2.8,3.2,6.0,5.84,No
74,2.3,,6.5,6.77,No
80,2.5,0.0,6.3,6.57,No
81,1.3,4.3,5.7,3.92,Yes
57,4.5,2.4,6.5,5.19,No
75,1.1,5.8,7.9,4.82,No
84,2.8,5.4,6.7,5.63,No
82,3.5,3.8,7.4,6.74,No
79,0.6,0.0,6.2,5.41,No
77,2.1,5.2,8.1,5.13,No
76,3.3,3.8,6.3,6.42,Yes
69,2.9,1.9,6.2,6.33,Yes
96,3.0,5.2,6.9,,No
82,0.9,0.0,,5.72,No
65,1.1,3.1,7.9,5.65,No
44,3.9,6.0,5.5,6.03,No
100,4.5,4.6,8.1,,Yes
57,4.7,3.8,6.2,7.06,No
48,2.9,3.4,6.9,3.58,No
84,3.9,3.6,4.1,7.69,No
70,0.7,,6.0,3.51,No
78,1.1,0.0,7.7,6.54,No
51,2.4,4.3,8.1,4.89,No
82,2.8,3.4,8.1,5.93,Yes
92,2.3,3.8,8.0,5.18,Yes
69,2.5,0.7,5.6,6.18,No
61,1.1,4.0,9.4,5.07,No
57,2.1,2.1,7.4,4.35,No
81,1.0,5.1,5.6,5.69,No
86,4.7,2.6,6.2,7.07,No
64,1.4,0.6,5.3,4.94,No
62,4.0,1.3,8.1,5.74,Yes
70,2.9,2.3,7.5,5.98,Yes
66,3.8,5.0,6.8,4.98,No
49,3.1,2.8,7.0,4.78,No
41,2.3,4.6,7.8,5.02,No
65,2.4,1.9,6.6,5.57,No
58,4.4,4.8,4.6,6.14,No
79,1.9,4.7,8.0,7.05,Yes
55,2.6,4.3,4.4,4.53,No
32,5.5,3.0,7.6,5.5,No
65,2.6,3.0,7.6,5.94,Yes
80,3.0,2.4,6.3,6.51,Yes
96,0.4,4.3,5.8,5.43,No
100,2.6,3.7,5.0,5.53,Yes
62,2.8,5.1,6.0,5.71,No
55,2.6,1.1,4.3,4.58,No
70,3.7,3.6,6.4,5.68,No
76,2.8,4.7,7.6,5.62,No
61,1.9,3.5,4.2,5.29,No
62,,2.5,6.2,4.5,No
87,3.7,3.7,7.9,6.72,Yes
53,1.0,4.6,8.2,4.36,No
69,2.6,4.4,6.7,5.44,No
85,3.1,4.7,4.2,5.81,No
85,5.0,2.7,5.1,6.49,No
85,5.3,3.4,5.0,6.0,Yes
100,3.7,5.6,7.6,6.28,No
77,2.9,0.8,7.5,5.81,No
67,4.8,7.1,5.8,5.86,No
54,4.5,1.5,7.1,6.52,No
60,3.6,3.1,5.0,6.15,No
37,4.2,2.2,6.1,5.43,No
73,2.4,4.0,6.3,5.42,No
74,0.9,3.9,6.5,4.79,No
65,4.3,,5.0,5.04,No
55,2.6,3.8,7.0,5.32,No
70,3.1,2.8,4.4,6.24,No
67,3.2,3.9,5.0,,Yes
59,4.4,4.7,5.6,4.66,No
70,2.0,2.9,7.6,4.46,No
83,0.8,3.4,7.0,5.19,No
63,3.4,3.5,5.3,5.55,No
61,4.8,4.1,6.8,,No
64,0.9,,7.7,5.16,No
64,3.3,4.9,8.9,5.45,No
76,3.4,2.0,7.2,5.74,No
76,5.7,3.1,7.2,7.22,No
76,3.8,2.9,5.2,5.88,Yes
68,1.4,,6.8,4.14,No
72,3.6,3.8,6.6,5.58,No
44,3.2,3.5,5.9,4.9,No
55,3.5,5.3,4.7,5.19,No
69,0.5,4.9,5.4,4.58,No
71,1.2,2.0,5.6,5.23,No
83,1.4,2.2,7.7,5.2,Yes
62,5.8,4.6,6.0,6.2,No
42,3.1,1.1,5.8,4.72,No
77,1.6,3.8,4.5,6.39,No
41,3.4,4.1,6.8,5.16,No
63,3.3,4.9,7.6,5.02,No
44,3.7,1.5,4.3,4.04,No
98,1.4,3.2,6.0,6.71,No
51,3.4,1.9,6.7,4.35,No
70,2.4,3.0,8.4,4.57,Yes
67,1.9,4.2,5.7,5.92,No
44,4.9,2.3,7.9,5.22,No
91,5.0,3.7,5.6,7.26,Yes
79,3.4,3.2,7.9,5.74,Yes
62,,1.3,5.6,4.91,No
50,3.2,3.1,6.5,5.14,No
53,0.0,4.5,7.2,2.86,No
43,5.3,4.8,3.7,5.37,No
65,5.4,6.6,3.4,5.7,No
73,5.3,3.4,7.5,6.01,No
88,1.7,1.8,7.8,5.68,No
82,3.0,2.9,8.1,4.7,Yes
82,4.9,2.3,7.4,6.78,Yes
76,0.8,3.2,,5.97,No
74,3.3,3.1,6.2,4.95,Yes
67,2.3,5.6,6.3,5.54,No
80,0.0,1.3,6.8,5.26,No
60,3.8,3.9,4.1,5.11,No
68,3.3,1.9,6.7,4.79,No
72,3.1,4.2,6.7,6.48,No
81,1.3,4.7,6.6,5.88,Yes
62,4.7,5.0,4.1,5.23,Yes
95,3.6,2.0,7.0,6.1,No
100,3.7,4.7,5.4,6.36,Yes
46,4.4,2.5,7.0,5.48,No
77,3.9,4.1,8.4,5.57,No
88,2.0,2.4,6.6,5.14,Yes
61,3.8,3.6,5.7,4.63,No
79,3.1,3.9,4.7,6.24,No
60,3.1,5.8,6.9,4.73,No
60,3.9,0.7,6.6,5.68,Yes
68,1.5,5.9,6.1,4.53,Yes
54,0.0,2.4,6.0,4.68,No
66,2.5,2.4,6.3,6.89,No
54,0.5,2.2,5.8,4.92,Yes
70,2.4,6.7,5.4,5.33,No
70,0.5,3.6,5.7,3.63,No
73,3.1,2.9,7.4,6.46,Yes
76,2.8,2.4,4.9,6.22,Yes
73,2.9,3.3,7.1,6.09,No
82,3.9,0.8,6.7,6.47,Yes
61,4.7,3.4,6.3,7.3,Yes
84,2.1,4.1,6.3,6.01,No
76,3.3,3.1,6.5,5.22,No
68,3.3,5.1,5.7,4.23,No
61,0.8,2.6,5.0,4.71,No
46,4.3,,7.3,5.08,No
52,1.6,2.0,5.3,6.38,No
94,1.9,5.0,,4.89,No
52,2.5,2.1,7.3,5.28,No
59,1.4,5.6,5.1,6.15,No
66,1.7,2.5,7.5,5.79,No
70,3.7,4.5,4.0,5.9,Yes
63,1.2,2.4,7.7,5.74,No
79,4.4,1.8,5.9,6.08,No
73,1.6,3.7,7.4,5.28,No
78,4.2,1.5,6.9,6.43,Yes
90,3.6,6.9,7.2,6.54,No
73,1.4,3.9,5.1,5.39,No
66,1.6,3.5,9.4,4.73,No
36,3.9,0.0,7.5,6.7,No
100,4.6,3.9,7.8,6.39,Yes
95,3.0,4.6,7.7,6.97,No
88,4.7,2.6,6.9,6.49,No
72,4.8,3.3,6.8,7.0,Yes
68,1.7,4.0,7.5,4.92,No
69,5.0,5.8,,6.09,Yes
75,4.0,1.7,5.6,5.49,Yes
82,1.7,5.2,7.7,5.09,No
58,2.1,4.6,6.0,5.33,No
64,4.7,1.5,6.0,5.44,No
65,5.3,0.7,3.6,6.28,No
78,2.7,2.1,7.2,6.75,Yes
84,6.5,2.8,6.4,6.8,Yes
89,5.3,1.5,7.1,7.15,No
73,4.1,4.0,6.5,5.37,No
97,3.9,1.8,7.6,6.37,Yes
71,3.9,,6.8,6.43,Yes
96,0.7,3.0,7.5,5.88,No
84,2.1,3.1,7.3,6.19,Yes
64,3.0,5.2,6.9,6.03,No
100,2.5,5.1,5.9,5.99,No
48,4.0,4.6,7.9,5.53,Yes
92,3.3,1.7,5.6,5.17,No
67,3.9,1.8,5.9,5.93,No
42,2.7,2.6,5.8,6.25,No
100,5.0,6.3,8.1,6.01,Yes
75,3.4,1.6,5.2,5.61,Yes
66,2.7,4.4,6.4,5.04,No
66,4.0,,6.1,5.7,No
86,4.2,4.4,5.5,6.79,Yes
71,3.2,2.3,5.3,7.83,No
100,0.8,4.2,7.6,4.69,No
63,4.5,2.1,7.3,4.97,No
53,0.6,2.5,6.4,6.09,No
75,1.0,3.3,6.2,5.59,No
76,3.2,2.4,5.9,5.65,Yes
55,2.4,1.9,4.9,3.96,No
50,3.2,2.8,7.1,6.03,No
57,5.2,3.8,5.5,5.26,No
64,3.7,0.0,3.9,6.78,Yes
59,1.9,3.8,5.2,4.14,No
90,4.3,0.9,7.3,6.26,Yes
66,1.0,4.0,7.0,5.22,No
91,2.1,6.8,6.3,5.49,No
37,3.0,3.2,7.6,4.47,No
77,,3.8,5.4,5.07,No
73,4.1,1.8,7.0,6.94,Yes
88,3.1,3.2,7.5,4.79,Yes
69,3.5,1.0,5.1,,Yes
55,3.2,5.2,5.5,5.28,No
73,4.5,,9.0,6.5,Yes
73,1.6,3.2,5.6,5.28,No
60,0.6,6.1,6.3,4.67,No
67,4.2,3.2,6.3,5.57,No
64,2.0,3.3,6.6,4.34,No
95,1.6,4.0,5.9,6.7,Yes
68,3.3,5.7,5.7,,Yes
69,3.4,3.0,9.6,4.49,No
66,4.7,6.0,5.8,5.69,No
65,3.2,4.1,6.9,6.91,No
73,3.1,,5.9,5.04,No
59,2.0,4.8,6.6,5.87,No
68,5.3,3.8,8.0,6.86,Yes
47,4.7,3.1,6.0,4.6,No
73,0.4,3.2,5.4,4.56,No
73,5.1,2.3,6.6,6.69,No
53,2.2,2.0,9.7,5.42,No
79,4.6,2.9,3.5,5.96,Yes
64,3.6,3.0,8.5,6.58,No
91,4.5,2.6,5.1,6.85,No
66,4.4,2.0,5.5,5.33,No
90,3.7,4.5,6.5,5.34,Yes
79,4.1,6.0,6.6,5.58,No
52,1.8,6.5,8.2,4.64,No
62,7.7,4.5,4.5,6.49,No
94,2.0,1.2,7.8,4.94,Yes
83,3.6,6.2,6.8,5.32,No
55,3.2,4.4,7.2,4.71,No
77,3.6,4.9,,5.16,No
60,1.4,5.6,3.8,6.14,No
65,3.0,5.8,7.7,4.06,No
91,1.8,3.6,4.8,5.67,Yes
77,0.5,2.2,5.8,4.78,No
52,2.4,5.4,7.8,4.77,No
71,5.7,0.0,4.8,7.89,Yes
87,2.2,2.1,5.9,5.14,No
75,3.7,6.2,8.3,6.31,No
69,3.8,2.5,6.4,5.89,No
62,4.3,6.0,6.7,5.82,No
70,3.3,2.4,6.0,5.92,No
25,4.3,1.6,5.9,,No
71,3.7,3.9,7.5,5.96,No
54,5.4,4.7,5.7,4.29,No
52,1.8,2.8,6.6,5.35,No
74,4.5,,8.4,5.2,No
73,3.5,4.0,6.0,5.99,No
67,2.2,4.0,5.1,5.71,No
68,3.0,7.9,7.8,6.12,No
60,5.7,2.6,7.9,7.21,Yes
43,2.9,4.1,5.0,4.59,No
68,4.4,2.6,7.7,6.58,No
78,3.4,1.8,7.7,6.32,No
53,5.1,3.3,3.5,6.05,No
62,2.8,1.0,6.6,5.84,No
68,4.6,4.2,6.9,6.28,Yes
67,2.5,4.1,6.9,7.1,No
69,3.4,2.7,8.7,5.27,Yes
70,1.3,3.2,7.7,5.48,No
55,1.6,5.4,7.2,4.78,No
77,3.1,,6.3,6.5,Yes
63,2.9,2.0,9.3,6.33,No
80,0.6,2.5,7.1,6.63,No
72,3.4,5.1,6.8,4.93,No
75,3.3,6.2,4.8,4.01,No
84,1.6,3.8,6.1,4.97,No
76,4.5,,6.2,5.39,Yes
81,3.1,3.2,8.0,4.45,No
93,1.6,,6.6,5.79,Yes
51,4.2,2.0,5.8,5.36,No
60,0.1,3.5,6.9,4.76,No
62,,3.1,8.2,5.62,No
89,0.9,1.2,8.4,5.56,Yes
69,3.4,3.9,6.9,5.5,No
59,4.0,1.7,5.8,5.89,Yes
55,1.7,0.0,5.6,4.81,No
80,3.6,3.3,6.3,5.1,Yes
74,5.1,2.5,6.2,5.26,Yes
48,2.1,2.6,6.1,4.79,No
60,0.9,4.7,7.4,4.77,No
40,6.5,1.0,7.4,8.24,No
82,,5.7,6.5,6.99,Yes
70,1.2,4.1,5.5,5.96,No
67,2.2,5.1,7.8,4.0,No
48,0.0,2.0,7.9,3.94,No
60,1.4,6.6,5.5,4.87,No
79,3.2,2.8,8.7,5.45,No
65,3.4,3.0,7.4,6.33,No
62,0.4,3.9,6.3,4.73,No
94,3.7,3.7,6.2,6.25,Yes
45,2.4,4.2,6.7,4.28,No
60,3.5,3.8,7.6,4.94,No
57,5.1,0.8,9.0,5.73,Yes
78,4.2,4.6,6.5,5.52,Yes
74,3.0,4.3,6.6,5.11,Yes
68,2.5,1.9,8.2,5.41,No
53,1.6,1.6,7.5,4.99,No
73,1.0,4.1,7.5,5.61,No
42,1.7,4.1,8.1,4.61,No
64,4.2,5.2,7.3,5.45,No
61,2.6,5.2,7.5,4.78,No
83,0.4,6.3,5.4,5.77,No
78,2.1,2.7,6.1,6.26,No
78,4.8,1.9,6.8,6.36,No
72,2.5,1.3,4.8,5.71,No
88,0.8,2.4,,5.51,No
81,3.5,5.0,7.3,6.15,No
54,3.3,1.1,4.9,5.33,No
63,2.0,1.4,8.3,6.93,No
79,3.5,2.3,5.8,6.09,Yes
73,3.4,3.8,6.7,6.09,No
69,3.1,4.6,6.3,6.3,No
75,5.0,3.4,6.7,7.02,Yes
41,3.4,2.3,6.0,4.79,No
76,2.9,4.8,8.0,4.93,No
87,3.2,2.9,7.0,6.04,Yes
81,3.3,0.0,4.8,5.28,Yes
100,3.6,4.6,7.6,6.87,Yes
76,2.9,4.6,6.4,5.21,No
67,5.2,5.1,7.8,6.32,No
93,1.5,2.1,7.1,5.91,Yes
56,4.3,4.1,6.5,5.01,No
62,2.2,5.4,5.8,5.44,No
68,3.0,5.4,5.4,4.28,No
57,,2.7,5.9,5.64,Yes
80,3.9,1.7,5.7,6.1,Yes
83,3.1,1.6,4.4,4.71,Yes
62,2.9,0.0,6.1,5.75,No
74,1.3,3.6,6.5,5.58,No
74,5.0,1.3,7.3,5.97,No
75,3.2,5.2,7.2,6.48,No
66,3.7,1.3,5.6,6.06,Yes
59,5.0,3.7,8.2,5.11,No
91,2.5,0.7,7.2,7.07,Yes
58,1.3,4.6,6.4,5.69,No
64,2.0,5.9,7.6,6.1,No
84,1.3,5.0,6.4,5.52,No
69,5.6,4.9,8.6,6.0,No
100,,4.8,8.1,6.83,No
55,0.2,5.2,5.7,5.75,No
58,0.9,2.9,7.6,4.84,No
66,6.1,0.0,5.4,7.53,Yes
82,3.4,3.9,6.6,6.48,No
71,4.3,3.2,7.4,6.89,No
78,1.1,4.6,6.7,6.02,No
94,4.6,5.1,6.6,6.36,No
37,1.1,4.2,8.0,3.71,No
44,2.6,0.0,8.2,5.4,No
60,3.4,1.1,7.4,4.74,No
67,3.0,3.4,5.0,5.25,No
50,3.3,4.5,5.2,4.27,Yes
89,1.8,2.3,6.0,4.42,No
71,2.7,2.9,7.0,4.55,No
89,1.4,5.0,7.1,4.14,No
68,5.1,3.4,4.8,5.56,No
68,2.8,5.5,5.3,5.03,Yes
54,1.4,3.4,6.2,5.59,Yes
69,5.7,2.9,6.5,6.23,Yes
87,2.3,1.5,6.9,6.34,Yes
78,4.1,1.8,7.3,6.92,No
79,2.2,,7.7,,No
62,3.1,6.3,5.8,4.88,No
55,4.0,7.1,6.2,4.97,No
60,2.7,3.0,5.9,5.9,Yes
77,3.8,5.4,6.7,5.92,No
53,4.7,4.5,5.7,4.1,No
66,1.6,2.7,6.1,5.11,No
58,,2.0,8.5,4.39,No
55,2.4,4.1,7.3,5.69,No
83,4.3,1.5,7.2,5.72,Yes
70,2.2,7.0,6.4,4.36,No
85,4.7,4.0,7.8,7.04,Yes
64,3.9,5.1,6.8,6.02,No
85,4.0,3.2,7.2,6.05,No
80,2.8,5.7,8.3,5.31,No
58,2.0,5.4,6.1,3.75,No
85,2.7,4.1,5.1,5.17,Yes
58,3.0,0.8,7.5,5.22,No
90,3.0,1.7,5.9,6.81,Yes
92,3.1,4.3,7.0,6.89,No
74,2.5,5.4,6.8,4.77,Yes
68,2.4,4.6,8.0,5.33,No
54,4.7,4.5,5.8,5.62,No
100,1.6,5.0,7.1,4.7,No
48,2.7,4.1,7.0,4.06,No
49,5.3,4.3,7.8,5.24,No
58,2.8,5.9,5.0,5.33,No
76,4.3,3.5,7.6,6.81,Yes
33,2.2,5.9,8.6,3.87,No
56,1.5,0.3,6.4,5.19,No
67,5.7,3.2,7.1,6.37,No
96,1.5,2.8,5.6,5.37,Yes
64,3.0,4.7,6.3,3.46,No
66,5.3,2.3,8.4,6.76,Yes
89,1.3,2.4,8.5,6.6,No
66,4.0,1.9,7.3,4.84,Yes
47,3.8,4.4,6.2,4.3,No
76,3.0,4.1,6.3,5.85,No
42,,4.6,5.0,5.53,No
70,3.4,2.8,4.9,5.27,Yes
83,,4.0,7.0,5.19,No
63,1.7,2.5,6.3,5.12,No
61,2.9,4.0,8.1,5.37,No
85,3.9,5.6,3.5,6.74,Yes
68,4.3,3.3,7.2,5.91,Yes
62,4.1,2.8,8.0,4.68,Yes
72,0.5,3.3,7.0,5.59,No
93,2.9,4.0,5.0,5.61,Yes
60,1.8,4.5,5.2,4.19,No
68,0.8,3.4,5.6,4.8,No
39,2.1,3.3,5.7,3.73,No
87,2.4,4.9,6.0,,No
57,1.6,3.0,5.6,5.6,Yes
74,3.0,3.7,6.3,5.46,No
94,4.1,3.2,6.5,6.38,Yes
72,3.7,3.4,7.2,5.52,No
90,2.3,4.0,6.0,5.62,No
86,4.2,3.9,4.5,6.35,Yes
75,2.1,2.9,7.0,4.54,No
36,5.4,4.6,5.0,5.35,No
33,3.3,3.1,6.3,5.36,No
89,4.3,3.2,5.6,5.0,Yes
75,2.3,4.6,6.7,6.28,Yes
75,2.6,4.4,5.9,6.24,No
63,3.2,3.7,9.3,5.76,No
63,2.8,3.7,7.3,5.77,No
67,2.4,3.3,5.9,6.19,No
63,1.0,3.4,4.8,4.63,No
75,2.1,2.6,7.5,5.78,No
80,1.3,7.9,5.5,4.67,No
55,0.4,4.6,4.0,3.66,No
81,3.3,2.9,5.8,5.87,Yes
71,1.9,4.2,6.1,4.82,No
68,4.8,1.0,6.4,6.19,No
73,1.9,2.8,8.7,4.3,No
54,1.7,5.5,6.8,4.74,No
60,4.5,6.6,6.7,5.28,No
34,3.9,2.6,6.9,5.39,No
75,4.5,4.3,6.2,6.67,Yes
69,2.6,2.7,6.5,5.68,No
67,0.6,5.1,6.6,3.26,No
67,3.9,1.3,6.0,6.62,No
76,4.4,4.1,7.3,6.58,Yes
59,2.6,1.6,6.6,5.14,Yes
73,5.4,3.4,7.1,6.81,Yes
85,3.8,3.1,5.4,6.56,No
41,,3.7,6.6,5.23,No
66,3.9,5.7,8.0,5.21,No
57,1.7,4.4,6.7,4.21,No
86,3.2,3.7,8.7,5.66,No
75,1.0,3.7,7.7,5.43,No
80,3.3,3.9,6.9,5.55,No
80,3.3,4.8,6.7,6.54,No
95,3.3,4.2,5.8,4.38,Yes
74,2.8,5.6,8.7,4.71,No
57,1.6,2.1,8.1,3.59,Yes
76,6.1,3.4,7.2,6.22,Yes
63,1.6,3.5,5.3,5.84,No
75,1.3,3.2,6.7,5.66,No
70,2.9,3.5,8.0,4.94,No
56,2.8,4.2,8.9,5.74,No
66,3.3,2.1,9.9,6.06,No
44,4.1,0.2,6.5,5.81,Yes
64,,4.1,7.8,5.15,No
67,5.0,2.4,5.8,5.98,No
50,2.5,1.7,,4.23,No
63,0.7,3.3,4.7,5.16,No
98,3.7,6.1,7.1,5.24,Yes
77,2.8,5.9,8.6,,No
50,3.2,3.3,6.5,4.45,No
63,4.3,1.5,5.2,6.44,Yes
54,4.9,5.0,6.3,5.08,No
82,1.7,6.5,6.6,6.35,No
57,0.0,6.1,6.5,3.74,No
62,2.5,3.5,7.9,4.94,No
84,2.1,4.3,9.6,5.68,Yes
74,2.6,4.2,7.9,5.72,No
67,0.7,3.9,5.7,5.11,No
70,2.4,2.6,4.9,5.98,No
59,1.8,2.0,5.3,3.68,No
93,1.5,4.9,8.5,5.16,No
54,0.4,3.9,5.9,4.98,No
76,2.3,4.3,5.9,4.67,No
79,4.7,2.9,,6.51,No
94,2.5,2.6,4.4,5.14,No
67,0.2,0.9,6.1,5.24,No
54,5.4,0.8,6.8,6.1,No
75,0.3,5.0,9.0,,No
56,2.8,6.3,8.3,5.33,No
59,2.0,3.6,7.4,4.44,Yes
49,2.0,3.6,7.9,5.31,No
57,2.2,2.5,6.1,4.83,No
66,3.8,1.9,6.7,6.06,Yes
54,,2.6,5.4,6.04,No
61,4.3,5.8,6.2,6.48,No
80,6.5,6.7,6.2,7.07,Yes
74,4.0,1.7,7.4,5.78,No
82,4.0,4.7,6.1,6.73,No
81,2.5,5.5,7.4,5.78,No
72,4.3,2.9,7.8,6.57,Yes
65,3.3,3.8,7.8,6.91,Yes
69,2.1,2.3,6.3,4.67,No
59,3.0,5.2,5.2,5.24,No
53,2.3,,6.9,4.66,No
82,4.0,1.4,8.9,5.73,No
81,0.9,3.1,6.5,5.97,No
75,2.9,2.9,7.1,5.55,Yes
66,4.2,5.7,6.6,5.77,No
73,4.8,3.9,6.6,5.5,Yes
83,2.6,3.2,8.4,6.72,Yes
51,4.1,5.1,6.8,5.76,No
67,4.7,1.0,5.8,5.31,No
88,2.8,1.3,7.0,7.73,Yes
72,5.1,5.9,7.6,5.2,No
81,2.5,2.9,7.6,5.01,No
95,1.0,2.5,5.1,5.64,No
88,1.9,3.0,6.2,5.25,No
51,2.8,6.5,8.5,5.21,No
86,4.2,5.1,6.1,7.67,Yes
75,0.9,1.3,6.1,4.75,No
86,3.0,3.8,7.6,6.54,Yes
30,5.3,,5.2,6.2,No
80,2.5,5.4,5.8,6.41,No
75,3.7,1.9,4.9,5.54,Yes
76,3.0,4.2,5.7,6.57,No
53,3.0,3.1,7.1,5.64,No
74,1.5,3.6,4.1,4.58,No
79,1.2,4.0,8.4,5.72,No
93,3.2,5.2,7.0,6.66,No
77,3.8,2.5,5.9,6.04,Yes
78,3.8,1.8,4.8,5.91,No
70,4.0,4.2,6.2,5.91,No
50,3.7,2.2,7.7,4.72,No
81,2.7,4.2,7.4,4.74,No
70,2.0,3.3,8.0,5.82,No
90,4.4,2.1,7.3,6.54,No
59,2.0,2.0,7.4,4.59,No
79,3.0,4.7,7.5,6.4,No
67,0.1,3.2,6.7,4.83,Yes
89,5.3,2.1,7.1,6.25,Yes
60,2.3,3.4,5.0,4.85,No
72,0.2,2.3,5.9,5.13,No
67,5.0,3.9,6.6,5.83,No
87,2.9,4.1,7.3,5.65,Yes
77,2.9,3.6,7.3,6.31,No
42,5.5,2.9,5.7,4.46,No
55,2.3,1.8,7.0,5.06,No
35,5.1,3.7,5.5,4.83,No
80,1.1,2.2,7.0,5.59,No
28,3.7,2.6,6.9,4.17,No
78,3.5,3.4,7.7,5.53,Yes
65,4.1,4.1,7.8,6.09,No
88,1.5,5.8,9.4,5.2,No
56,0.6,2.4,3.9,4.32,No
62,6.4,2.7,5.6,6.04,No
72,4.5,0.7,6.5,6.77,Yes
53,2.7,3.7,9.3,,No
69,3.8,1.7,5.6,5.1,No
55,2.1,4.8,6.0,5.39,No
78,3.1,3.9,6.2,4.8,No
80,1.8,1.7,6.1,6.18,Yes
85,,3.4,6.8,6.23,Yes
54,1.2,,6.8,4.48,No
83,5.6,5.3,6.8,6.17,Yes
47,2.8,4.2,6.8,5.8,No
51,2.0,2.3,8.1,4.49,No
74,1.6,6.1,6.7,4.5,No
50,5.5,1.8,4.8,6.03,No
87,3.0,6.1,6.4,6.35,Yes
82,5.1,3.6,6.5,6.24,Yes
100,3.3,1.5,8.0,6.95,No
63,3.9,2.4,7.5,5.42,No
77,3.3,4.2,7.7,5.83,No
71,1.2,5.5,7.5,4.73,No
68,5.0,,6.8,6.0,Yes
91,3.5,2.8,5.5,6.17,No
65,2.1,2.0,6.6,6.61,No
70,3.0,2.6,5.4,6.31,No
78,,2.4,3.9,6.75,Yes
84,2.4,,6.7,6.55,Yes
60,1.8,,7.7,5.39,No
85,1.4,2.2,5.5,5.67,No
80,2.6,3.6,4.8,6.4,Yes
71,4.6,5.9,7.6,5.17,No
64,2.1,1.6,7.9,6.28,No
91,2.2,4.7,6.0,4.88,No
90,2.6,1.7,4.9,5.94,Yes
55,2.5,3.2,8.0,5.66,No
49,3.4,4.0,5.6,4.24,No
70,2.8,3.6,8.1,5.69,No
52,2.2,4.4,5.7,3.4,No
59,3.2,2.1,7.3,6.55,No
52,4.3,3.5,6.6,5.73,Yes
84,4.0,2.1,6.6,5.76,No
58,2.5,3.7,6.7,5.59,Yes
64,3.9,5.0,6.8,6.16,No
80,3.0,5.4,7.0,5.33,Yes
87,2.3,,6.0,5.9,Yes
63,0.3,4.1,8.9,4.21,No
82,3.5,3.9,4.0,5.99,Yes
84,2.8,3.8,7.8,3.86,No
54,4.2,5.1,6.8,5.17,No
